0;0;0;0;0;0;0;0;0;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0;0;0;0;0;0;0;0;0;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000900
0;0;0;0;0;0;0;0;0;0000000000000000000000000000000000000090000000000000000000000000000000000000000000000000000
0;0;0;0;0;0;0;0;0;0000090000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0;0;0;0;0;0;0;0;0;00000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000
0;0;0;0;0;0;0;0;0;00000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000
0;0;0;0;0;0;0;0;0;00000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000
0;0;0;0;0;0;0;0;0;00000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000
0;0;0;0;0;0;0;0;0;00000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000
0;0;0;0;0;0;0;0;0;00000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000
