0;0;0;0;0;0;0;0;0;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0;0;0;0;0;0;0;0;0;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000800000
0;0;0;0;0;0;0;0;0;0000000000000000000000000000000000000000000000000000000008000000000000000000000000000000000
0;0;0;0;0;0;0;0;0;0000000000000000000000000000000000000000008000000000000000000000000000000000000000000000000
0;0;0;0;0;0;0;0;0;0008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0;0;0;0;0;0;0;0;0;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000090000
0;0;0;0;0;0;0;0;0;0000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000
0;0;0;0;0;0;0;0;0;0000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000
0;0;0;0;0;0;0;0;0;0000000000000000000000000000009000000000000000000000000000000000000000000000000000000000000
0;0;0;0;0;0;0;0;0;00000000000000000000000000000000000000000000000007.200000000000000000000000000000000000000000
